﻿Nom du festival;Région principale de déroulement;Département principal de déroulement;Commune principale de déroulement;Code postal;Site internet du festival;Adresse e-mail;Décennie de création du festival;Année de création du festival;Discipline dominante;Période principale de déroulement du festival;Géocodage xy
Les Rias;Bretagne;Finistère;Quimperlé;29233;www.lesrias.com;contact@quimperle-co.bzh;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);47.8561303355, -3.55642894655
La Marmite Festival;Pays de la Loire;Sarthe;Roézé-sur-Sarthe;72253;http://aredje.net/lamarmite;info@tousceschaps.org;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);47.8935298702, 0.0716892654727
Terre de Zic;Nouvelle-Aquitaine;Creuse;Saint-Martin-Sainte-Catherine;23217;http://terredezic.fr/wp/;contact@terredezic.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);45.9426860436, 1.56102508429
Dans les jardins de William Christie;Pays de la Loire;Vendée;Thiré;85290;www.vendee.fr;mbatier@arts-florissants.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);46.5433098199, -1.00699777534
Fraîcheur;Île-de-France;Seine-et-Marne;Torcy;77468;https://www.facebook.com/Festival-fra%C3%AEcheur-336617193098723/;festival.fraicheur@gmail.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);48.8532553496, 2.65123227423
Festival Au coin de la vigne;Occitanie;Hérault;Bédarieux;34028;https://mvproduction34.wixsite.com/aucoindelavigne/festival;;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);43.6125569074, 3.16680787195
Rêves Urbains;Centre-Val de Loire;Loir-et-Cher;Blois;41018;;;2010 et après;2012;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);47.5817013938, 1.30625551583
Radio Meuh Circus Festival;Normandie;Calvados;Esquay-sur-Seulles;14250;http://www.fcb.varembert.com;fcb@varembert.com;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);49.2716519336, -0.622418899697
Festival Livres au jardin;Bourgogne-Franche-Comté;Côte-d'Or;Flavigny-sur-Ozerain;21271;;lacolline.flavigny@gmail.com;2010 et après;2012;Livre, littérature;Après-saison (6 septembre - 31 décembre);47.5087961778, 4.51921128225
Les beaux bagages;Bourgogne-Franche-Comté;Saône-et-Loire;Le Creusot;71153;www.lesbeauxbagages.fr;lesbeauxbagages@ville-creusot.fr // philippe.berthaud@ville-lecreusot.fr;2010 et après;2012;Spectacle vivant;Saison (21 juin - 5 septembre);46.8068539189, 4.42642301163
Terres d'images;Centre-Val de Loire;Indre-et-Loire;Le Louroux;37136;http://www.festivalterresdimages.com/v3;;2010 et après;2012;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.1561046765, 0.761738298456
Festi'luma;Nouvelle-Aquitaine;Charente;Le Tâtre;16380;http://lairdeschamps.wix.com/musique;lairdeschamps@sfr.fr;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);45.3977502437, -0.200743802609
Festival des Lumières;Nouvelle-Aquitaine;Vienne;Montmorillon;86165;http://www.festival-des-lumieres.com/;contact@festival-des-lumieres.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);46.4263978846, 0.895458347632
Kergré en Juin;Bretagne;Côtes-d'Armor;Ploumagoar;22225;ville-ploumagoar.fr;culture@ville-ploumagoar.fr;2010 et après;2012;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);48.5304587178, -3.109565675
Itinéraires en Morbihan;Bretagne;Morbihan;Sainte-Anne-d'Auray;56263;www.academie-musique-arts-sacres.fr;accueil@admas.fr;2010 et après;2012;Musique;Après-saison (6 septembre - 31 décembre);47.7009234212, -2.95341644757
Bibliothèques idéales;Grand Est;Bas-Rhin;Strasbourg;67482;bibliotheques-ideales.strasbourg.eu;;2010 et après;2012;Livre, littérature;Avant-saison (1er janvier - 20 juin);48.5712679849, 7.76752679517
Voix d'enfants / Espace scénique;Bourgogne-Franche-Comté;Haute-Saône;Vesoul;70550;https://www.theatre-edwige-feuillere.fr/;contact@theatre-edwige-feuillere.fr;De 2000 à 2009;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.6320408648, 6.1548458149
Les calebasses d'avril;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84007;CRREASUD.COM;crreasud@gmx.fr;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);43.9352448339, 4.84071572505
Astropolis Hiver;Bretagne;Finistère;Brest;29019;www.astropolis.org;contact@astropolis.org;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);48.4004997828, -4.5027907853
Cluny Danse;Bourgogne-Franche-Comté;Saône-et-Loire;Cluny;71137;https://festivalclunydanse.com/;contact@festivalclunydanse.com;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);46.4303628582, 4.67033276327
Bel Air claviers festival;Auvergne-Rhône-Alpes;Savoie;La Ravoire;73213;www.rencontresbelair.com;nicole.chalmin@gmail.com;2010 et après;2012;Musique;Après-saison (6 septembre - 31 décembre);45.5561328197, 5.9602608047
Piano Is Not Dead;Normandie;Seine-Maritime;Le Havre;76351;www.pianoisnotdead.fr;administration@papasprod.com;2010 et après;2012;Musique;Après-saison (6 septembre - 31 décembre);49.498452502, 0.140153719153
Rencontres d'archéologie de la Narbonnaise;Occitanie;Aude;Narbonne;11262;https://www.rencontres-archeologie.com/;arkam.narbonne@gmail.com;2010 et après;2012;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);43.1652399898, 3.02023868739
Rockmetalcamp;Nouvelle-Aquitaine;Haute-Vienne;Saint-Maurice-les-Brousses;87169;http://www.facebook.com/rockmetalcamp/;rockmetalcamp@gmail.com;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);45.6997312165, 1.24152185921
Le Pêcheur de chaussures;Occitanie;Gers;Simorre;32433;www.lebao.fr;contact@lebao.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);43.457392326, 0.73670535692
Festival des cinémas indiens de Toulouse;Occitanie;Haute-Garonne;Toulouse;31555;https://www.facebook.com/ToulouseIndianFilmFestival/;toulouseindianfilmfestival@gmail.com;2010 et après;2012;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.5963814303, 1.43167293364
Herri Uzta;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Ustaritz;64547;http://herrisoinu.eus/fr/;herri.soinu@laposte.net;2010 et après;2012;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.401807303, -1.4751898518
Family Piknik festivals;Occitanie;Hérault;Montpellier;34172;www.familypiknikfestival.com/;media@familypiknik.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);43.6134409138, 3.86851657896
Urban Tracks;Grand Est;Ardennes;Sedan;8409;https://www.mjc-calonne.com/;animation.calonne@orange.fr;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);49.697058875, 4.9298505244
Festival du film vert dans le Pays de Gex;Auvergne-Rhône-Alpes;Ain;Ferney-Voltaire;1160;https://eco-pratique.org;contact@eco-pratique.org;2010 et après;2012;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);46.2519789243, 6.10826403805
Rock Saône festival;Auvergne-Rhône-Alpes;Métropole de Lyon;Neuville-sur-Saône;69143;https://www.harmoniedeneuville.fr/rock-saone-festival/;;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);45.8829276204, 4.84373616973
Jazz sous les étoiles;Occitanie;;;0;https://jazzsouslesetoiles.com/programme/;;De 2000 à 2009;2012;Musique;Après-saison (6 septembre - 31 décembre);48.9736657666, 1.23335452626
MusiKenSaire;Normandie;Manche;Barfleur;50030;www.musikensaire.fr;buhot.eric@wanadoo.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);49.6687321744, -1.26330967066
Les nuits givrees;Auvergne-Rhône-Alpes;Métropole de Lyon;Dardilly;69072;aqueduc.dardilly.fr/;;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);45.8120018662, 4.74663974001
Champs-Élysées Film Festival;Île-de-France;Paris;Paris;75056;www.champselyseesfilmfestival.com;contact@cefilmfestival.com;2010 et après;2012;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);48.8725272666, 2.31258256042
Live In Tignes By Francofolies;Auvergne-Rhône-Alpes;Savoie;Tignes;73296;http://www.leguidedesfestivals.com/index.php5?page=festival&festi=35708;;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);45.4816828491, 6.93635513554
Catalpa festival;Bourgogne-Franche-Comté;Yonne;Auxerre;89024;www.lesilex.fr;administration@lesilex.fr // direction@lesilex.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);47.793488225, 3.58168281761
Les envoyageurs;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Pelvoux;5101;https://associationherezik.wixsite.com/lesenvoyageurs;associationherezik@gmail.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);44.899639207, 6.43586430867
Beire le Chatel invite la BD;Bourgogne-Franche-Comté;Côte-d'Or;Beire-le-Châtel;21056;www.bdbeire.com;BdsBeire@orange.fr;2010 et après;2012;Livre, littérature;Saison (21 juin - 5 septembre);47.4180183198, 5.21317142788
Les moments musicaux;Bourgogne-Franche-Comté;Saône-et-Loire;Chagny;71013;;communication@ville-chagny71.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);46.8899153529, 5.30758337993
Festival de Compans;Île-de-France;Seine-et-Marne;Compans;77123;www.mairiedecompans.fr;accueil@mairiedecompans.fr;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);48.9892298685, 2.6561103822
Quartiers Libres;Hauts-de-France;Pas-de-Calais;Etaples-sur-mer;62318;www.etaples-sur-mer.fr;dominique.gosselin62@gmail.com;De 2000 à 2009;2012;Spectacle vivant;Saison (21 juin - 5 septembre);50.5235816785, 1.65199985504
Saint-Sulpice de rire;Occitanie;Tarn;Saint-Sulpice-La-Pointe;81271;http://www.stsulpicederire.fr/;;2010 et après;2012;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.7589885163, 1.68659997767
Trafik;Nouvelle-Aquitaine;Dordogne;Bergerac;24037;http://www.melkiortheatrelagaremondiale.com/;melkior.theatre@orange.fr;2010 et après;2012;Spectacle vivant;Après-saison (6 septembre - 31 décembre);44.8543751872, 0.486529423457
Pouce !;Nouvelle-Aquitaine;Gironde;Bordeaux;33063;http://www.lamanufacture-cdcn.org/;laboite@lamanufacture-cdcn.org;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);44.8572445351, -0.57369678116
Eurofonik;Pays de la Loire;Loire-Atlantique;Bouguenais;44020;www.eurofonik.fr;administration@lenouveaupavillon.com;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);47.1709061678, -1.61739752858
Les ramp'arts de Grimaud - salon du livre jeunesse;Provence-Alpes-Côte d'Azur;Var;Grimaud;83068;https://www.mairie-grimaud.fr/;isabelle.grimaud.jeunessegrimaud@gmail.com;2010 et après;2012;Livre, littérature;Avant-saison (1er janvier - 20 juin);43.2820282501, 6.53303224114
Guitaralde;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Hendaye;64260;www.guitaralde.fr;mairiehendaye@hendaye.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);43.3656373687, -1.76396662
Les Rencontres Michel Foucault;Nouvelle-Aquitaine;Vienne;Poitiers;86194;tap-poitiers.com;accueilpublic@tap-poitiers.com;2010 et après;2012;Pluridisciplinaire;Après-saison (6 septembre - 31 décembre);46.5839207726, 0.359947653003
Festival Interplanétaire de BD;Grand Est;Marne;Reims;51454;http://www.asso-trac.fr/;contact@reims-bd.fr;2010 et après;2012;Livre, littérature;Avant-saison (1er janvier - 20 juin);49.2514906066, 4.0402302322
L'Alambik;Bretagne;Ille-et-Vilaine;Rennes;35238;https://musiqualambic.wordpress.com/;musiqualambic@gmail.com;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);48.1119791219, -1.68186449144
Festival du livre jeunesse;Provence-Alpes-Côte d'Azur;Var;Rians;83104;https://esope21.wordpress.com/;gaellecarlot@gmail.com;2010 et après;2012;Livre, littérature;Avant-saison (1er janvier - 20 juin);43.6055023788, 5.74132523759
Festival This is England;Normandie;Seine-Maritime;Rouen;76540;https://www.thisisengland-festival.com/;information@rouen-norwich-club.com;2010 et après;2012;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);49.4413460103, 1.09256784278
Live entre les livres;Hauts-de-France;Pas-de-Calais;Calais;62193;https://www.pevelecarembault.fr/loisirs/agenda/ladaniva-live-entre-les-livres-landas;camille@dynamo-asso.fr;2010 et après;2012;Musique;Avant-saison (1er janvier - 20 juin);50.9502072754, 1.87575566132
Festiv'Ours;Grand Est;Bas-Rhin;Dambach-la-Ville;67084;https://m.facebook.com/FestivOurs.Dambach.la.Ville/;accueil@dambach-la-ville.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);48.3231725111, 7.4269277176
Le petit colophon rouge;Auvergne-Rhône-Alpes;Drôme;Grignan;26146;https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/1871;;2010 et après;2012;Pluridisciplinaire;Après-saison (6 septembre - 31 décembre);44.4369175751, 4.90180143483
Biennale de cirque;Auvergne-Rhône-Alpes;Isère;Villefontaine;38553;https://capi-agglo.fr/nos-evenements/biennale-du-cirque;contact.levellein@capi38.fr;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.6136289454, 5.15547673355
À Mots Ouverts;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Anglet;64024;http://www.anglet.fr/;contact@anglet.fr;2010 et après;2012;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.4917846595, -1.51623373371
Prise Directe;Hauts-de-France;Nord;Lille;59350;https://www.prisedirecte-festival.fr;administration@prisedirecte-festival.fr;2010 et après;2012;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);50.6317183168, 3.04783272312
Terre de Lecture(S);Nouvelle-Aquitaine;Deux-Sèvres;Niort;79191;mdds.deux-sevres.com;laure.copin@deux-sevres.fr;2010 et après;2012;Livre, littérature;Après-saison (6 septembre - 31 décembre);46.328260242, -0.465353019369
La Nuit de La Lecture;Nouvelle-Aquitaine;Gironde;Saint-Maixant;33438;malagar.fr;accueil@malagar.fr;2010 et après;2012;Livre, littérature;Saison (21 juin - 5 septembre);44.5770246409, -0.246142662745
Festival du film Citoyen de Tourcoing;Hauts-de-France;Nord;Tourcoing;59599;Facebook : Collectif 3cit;mjc.virolois@orange.fr;2010 et après;2012;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);50.7254418902, 3.15882757215
Le Loupiot Salon du Livre de Jeunesse D’uzerche;Nouvelle-Aquitaine;Corrèze;Uzerche;19276;Leloupiot. fr;res.uzercha@orange.fr;2010 et après;2012;Livre, littérature;Après-saison (6 septembre - 31 décembre);45.4238857521, 1.56525480659
L'art et la vigne;Bourgogne-Franche-Comté;Saône-et-Loire;Cuiseaux;71157;Cuiseauxpaysdespeintres.fr;gillescourtivron@gmail.com;2010 et après;2012;Arts visuels, arts numériques;Saison (21 juin - 5 septembre);46.5047162667, 5.36399526057
Série Series - le festival des séries européennes;Île-de-France;Seine-et-Marne;Fontainebleau;77186;www.serieseries.fr;contact@serieseries.fr;2010 et après;2012;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);48.4066856508, 2.68031396389
Colors;Pays de la Loire;Vendée;La Roche-sur-Yon;85191;https://www.festival-colors.fr/;;2010 et après;2012;Spectacle vivant;Saison (21 juin - 5 septembre);46.6675261644, -1.4077954093
Les P'tibals;Occitanie;Aude;Lagrasse;11185;https://www.facebook.com/Ptibals/;;2010 et après;2012;Spectacle vivant;saison (21 juin - 5 septembre);43.0957230349, 2.60436046295
Les Plages Pop;Nouvelle-Aquitaine;Gironde;Lège-Cap-Ferret;33236;http://www.bordeauxrock.com/;contact@bordeauxrock.com;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);44.7609440223, -1.19293697437
Le festival du péristyle;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69123;http://www.opera-lyon.com/spectacles/peristyle;;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);45.759723, 4.842223
Flex Week;Grand Est;Meurthe-et-Moselle;Nancy;54395;Compagnie Flex;francisalbiero@aol.com, cieflex@outlook.com;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);48.6901995499, 6.17588254434
Positiv Festival;Provence-Alpes-Côte d'Azur;Vaucluse;Orange;34172;https://www.facebook.com/positivfestival/;contact@positivfestival.fr;2010 et après;2012;Musique;Saison (21 juin - 5 septembre);43.6134409138, 3.86851657896
Les irrépressibles;Auvergne-Rhône-Alpes;Puy-de-Dôme;Riom;63300;www.lesirrepressibles.com;lesabattoirsriom@gmail.com;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.8942667778, 3.13246469719
Allez hop ! Festival de théâtre bilingue et transfrontalier pour le jeune public;Grand Est;Bas-Rhin;Strasbourg;67482;http://theater-baden-alsace.com;info@baalnovo.com;2010 et après;2012;Spectacle vivant;Avant-saison (1er janvier - 20 juin);48.5712679849, 7.76752679517
Les arts s'en mêlent à Cleppe;Auvergne-Rhône-Alpes;Loire;Cleppé;42066;https://fr-fr.facebook.com/Comit%C3%A9-des-F%C3%AAtes-de-Clepp%C3%A9-272179079625715/;;2010 et après;2011;Musique;Saison (21 juin - 5 septembre);45.760405726, 4.17661128061
Bobines Rebelles;Hauts-de-France;Aisne;Merlieux-et-Fouquerolles;2478;https://bobinesrebelles05.jimdofree.com/;bobines.rebelles@laposte.net;2010 et après;2011;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);49.5137172169, 3.49932983224
Cargese sound system;Corse;Corse-du-Sud;Cargèse;2A065;https://www.facebook.com/cargesesoundfestival/;;2010 et après;2011;Musique;Saison (21 juin - 5 septembre);42.1544254567, 8.62659836115
We Will Folk You;Hauts-de-France;Nord;Dunkerque;59183;4ecluses.com;peggy@4ecluses.com;2010 et après;2011;Musique;Avant-saison (1er janvier - 20 juin);51.0307229078, 2.33752414095
Eurydice festival;Normandie;Seine-Maritime;Fécamp;76259;https://festivaleurydice.fr/;festivaleurydice@gmail.com;2010 et après;2011;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);49.7523245306, 0.395297587433
Art'n Blues;Nouvelle-Aquitaine;Creuse;Fresselines;23087;http://www.facebook.com/Lapartqueterie;;2010 et après;2011;Musique;Saison (21 juin - 5 septembre);46.3778373605, 1.69897316161
En Bas de Chez Vous;Bretagne;Morbihan;La Gacilly;56061;https://www.facebook.com/Festival-Des-Arts-de-la-Rue-En-Bas-De-Chez-Vous-La-Gacilly-201038359941121;association.artere@gmail.com;2010 et après;2011;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.7728317091, -2.15651114837
Les plages du rire;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;6088;www.lesplagesdurire.com;contact@directoproductions.com;2010 et après;2011;Spectacle vivant;Saison (21 juin - 5 septembre);43.7119992661, 7.23826889465
Festival Théâtres;Nouvelle-Aquitaine;Gironde;Noaillan;33307;http://www.lescompagnonscomediens.com/;compagnonscomediens@netcourrier.com;2010 et après;2011;Spectacle vivant;Saison (21 juin - 5 septembre);44.4800097936, -0.360121243141
Jazz au Pays de Redon;Bretagne;Ille-et-Vilaine;Redon;35236;www.jazzaupaysderedon.fr;Jazzaupaysderedon@gmail.com;2010 et après;2011;Musique;Après-saison (6 septembre - 31 décembre);47.6609734327, -2.08008568692
Fête du Cirque de Saint-Romain de Colbosc;Normandie;Seine-Maritime;Saint-Romain-de-Colbosc;76647;;;2010 et après;2011;Spectacle vivant;Avant-saison (1er janvier - 20 juin);49.5286231796, 0.363829451738
